Date,Hour,Fuel,Output
2017-03-16,22,GAS,1395
2017-03-16,22,HYDRO,5253
2017-03-16,22,WIND,832
2017-03-16,22,SOLAR,0
2017-03-16,22,BIOFUEL,31
2017-03-16,23,NUCLEAR,9987
2017-03-16,23,GAS,542
2017-03-16,23,HYDRO,4495
2017-03-16,23,WIND,842
2017-03-16,23,SOLAR,0
2017-03-16,23,BIOFUEL,20
2017-03-16,24,NUCLEAR,9994
2017-03-16,24,GAS,355
2017-03-16,24,HYDRO,4176
2017-03-16,24,WIND,872
2017-03-16,24,SOLAR,0
2017-03-16,24,BIOFUEL,16
2017-03-17,1,NUCLEAR,10003
2017-03-17,1,GAS,433
2017-03-17,1,HYDRO,4018
2017-03-17,1,WIND,823
2017-03-17,1,SOLAR,0
2017-03-17,1,BIOFUEL,16
2017-03-17,2,NUCLEAR,9995
2017-03-17,2,GAS,511
2017-03-17,2,HYDRO,4117
2017-03-17,2,WIND,704
2017-03-17,2,SOLAR,0
2017-03-17,2,BIOFUEL,16
2017-03-17,3,NUCLEAR,10043
2017-03-17,3,GAS,540
2017-03-17,3,HYDRO,3756
2017-03-17,3,WIND,608
2017-03-17,3,SOLAR,0
2017-03-17,3,BIOFUEL,17
2017-03-17,4,NUCLEAR,10253
2017-03-17,4,GAS,731
2017-03-17,4,HYDRO,3742
2017-03-17,4,WIND,581
2017-03-17,4,SOLAR,0
2017-03-17,4,BIOFUEL,20
2017-03-17,5,NUCLEAR,10295
2017-03-17,5,GAS,993
2017-03-17,5,HYDRO,3717
2017-03-17,5,WIND,470
2017-03-17,5,SOLAR,0
2017-03-17,5,BIOFUEL,45
2017-03-17,6,NUCLEAR,10297
2017-03-17,6,GAS,1145
2017-03-17,6,HYDRO,4585
2017-03-17,6,WIND,436
2017-03-17,6,SOLAR,4
2017-03-17,6,BIOFUEL,91
2017-03-17,7,NUCLEAR,10296
2017-03-17,7,GAS,1345
2017-03-17,7,HYDRO,5501
2017-03-17,7,WIND,292
2017-03-17,7,SOLAR,13
2017-03-17,7,BIOFUEL,163
2017-03-17,8,NUCLEAR,10294
2017-03-17,8,GAS,1210
2017-03-17,8,HYDRO,5811
2017-03-17,8,WIND,215
2017-03-17,8,SOLAR,80
2017-03-17,8,BIOFUEL,132
2017-03-17,9,NUCLEAR,10298
2017-03-17,9,GAS,1123
2017-03-17,9,HYDRO,5415
2017-03-17,9,WIND,222
2017-03-17,9,SOLAR,181
2017-03-17,9,BIOFUEL,104
2017-03-17,10,NUCLEAR,10300
2017-03-17,10,GAS,1121
2017-03-17,10,HYDRO,5129
2017-03-17,10,WIND,271
2017-03-17,10,SOLAR,257
2017-03-17,10,BIOFUEL,129
2017-03-17,11,NUCLEAR,10296
2017-03-17,11,GAS,1110
2017-03-17,11,HYDRO,4827
2017-03-17,11,WIND,418
2017-03-17,11,SOLAR,275
2017-03-17,11,BIOFUEL,109
2017-03-17,12,NUCLEAR,10307
2017-03-17,12,GAS,790
2017-03-17,12,HYDRO,4456
2017-03-17,12,WIND,709
2017-03-17,12,SOLAR,281
2017-03-17,12,BIOFUEL,102
2017-03-17,13,NUCLEAR,10300
2017-03-17,13,GAS,390
2017-03-17,13,HYDRO,4385
2017-03-17,13,WIND,657
2017-03-17,13,SOLAR,282
2017-03-17,13,BIOFUEL,87
2017-03-17,14,NUCLEAR,10310
2017-03-17,14,GAS,297
2017-03-17,14,HYDRO,4481
2017-03-17,14,WIND,767
2017-03-17,14,SOLAR,279
2017-03-17,14,BIOFUEL,47
2017-03-17,15,NUCLEAR,10325
2017-03-17,15,GAS,296
2017-03-17,15,HYDRO,4465
2017-03-17,15,WIND,883
2017-03-17,15,SOLAR,268
2017-03-17,15,BIOFUEL,35
2017-03-17,16,NUCLEAR,10328
2017-03-17,16,GAS,296
2017-03-17,16,HYDRO,4462
2017-03-17,16,WIND,940
2017-03-17,16,SOLAR,198
2017-03-17,16,BIOFUEL,35
2017-03-17,17,NUCLEAR,10332
2017-03-17,17,GAS,297
2017-03-17,17,HYDRO,4859
2017-03-17,17,WIND,905
2017-03-17,17,SOLAR,120
2017-03-17,17,BIOFUEL,34
2017-03-17,18,NUCLEAR,10351
2017-03-17,18,GAS,299
2017-03-17,18,HYDRO,4991
2017-03-17,18,WIND,846
2017-03-17,18,SOLAR,39
2017-03-17,18,BIOFUEL,33
2017-03-17,19,NUCLEAR,10352
2017-03-17,19,GAS,350
2017-03-17,19,HYDRO,5813
2017-03-17,19,WIND,771
2017-03-17,19,SOLAR,2
2017-03-17,19,BIOFUEL,32
2017-03-17,20,NUCLEAR,10349
2017-03-17,20,GAS,398
2017-03-17,20,HYDRO,5561
2017-03-17,20,WIND,863
2017-03-17,20,SOLAR,0
2017-03-17,20,BIOFUEL,32
2017-03-17,21,NUCLEAR,10346
2017-03-17,21,GAS,301
2017-03-17,21,HYDRO,5260
2017-03-17,21,WIND,847
2017-03-17,21,SOLAR,0
2017-03-17,21,BIOFUEL,32
2017-03-17,22,NUCLEAR,10357
2017-03-17,22,GAS,394
2017-03-17,22,HYDRO,4780
2017-03-17,22,WIND,985
2017-03-17,22,SOLAR,0
2017-03-17,22,BIOFUEL,32
2017-03-17,23,NUCLEAR,10343
2017-03-17,23,GAS,300
2017-03-17,23,HYDRO,4079
2017-03-17,23,WIND,1041
2017-03-17,23,SOLAR,0
2017-03-17,23,BIOFUEL,18
2017-03-17,24,NUCLEAR,10352
2017-03-17,24,GAS,299
2017-03-17,24,HYDRO,3751
2017-03-17,24,WIND,940
2017-03-17,24,SOLAR,0
2017-03-17,24,BIOFUEL,1
2017-03-18,1,NUCLEAR,10364
2017-03-18,1,GAS,298
2017-03-18,1,HYDRO,3401
2017-03-18,1,WIND,971
2017-03-18,1,SOLAR,0
2017-03-18,1,BIOFUEL,0
2017-03-18,2,NUCLEAR,10364
2017-03-18,2,GAS,297
2017-03-18,2,HYDRO,3300
2017-03-18,2,WIND,938
2017-03-18,2,SOLAR,0
2017-03-18,2,BIOFUEL,0
2017-03-18,3,NUCLEAR,10362
2017-03-18,3,GAS,298
2017-03-18,3,HYDRO,3204
2017-03-18,3,WIND,815
2017-03-18,3,SOLAR,0
2017-03-18,3,BIOFUEL,0
2017-03-18,4,NUCLEAR,10366
2017-03-18,4,GAS,299
2017-03-18,4,HYDRO,3719
2017-03-18,4,WIND,856
2017-03-18,4,SOLAR,0
2017-03-18,4,BIOFUEL,0
2017-03-18,5,NUCLEAR,10364
2017-03-18,5,GAS,300
2017-03-18,5,HYDRO,3531
2017-03-18,5,WIND,632
2017-03-18,5,SOLAR,0
2017-03-18,5,BIOFUEL,0
2017-03-18,6,NUCLEAR,10374
2017-03-18,6,GAS,280
2017-03-18,6,HYDRO,3571
2017-03-18,6,WIND,544
2017-03-18,6,SOLAR,1
2017-03-18,6,BIOFUEL,0
2017-03-18,7,NUCLEAR,10369
2017-03-18,7,GAS,289
2017-03-18,7,HYDRO,3834
2017-03-18,7,WIND,557
2017-03-18,7,SOLAR,10
2017-03-18,7,BIOFUEL,0
2017-03-18,8,NUCLEAR,10367
2017-03-18,8,GAS,303
2017-03-18,8,HYDRO,4568
2017-03-18,8,WIND,512
2017-03-18,8,SOLAR,49
2017-03-18,8,BIOFUEL,1
2017-03-18,9,NUCLEAR,10366
2017-03-18,9,GAS,342
2017-03-18,9,HYDRO,5027
2017-03-18,9,WIND,430
2017-03-18,9,SOLAR,84
2017-03-18,9,BIOFUEL,1
2017-03-18,10,NUCLEAR,10364
2017-03-18,10,GAS,460
2017-03-18,10,HYDRO,5028
2017-03-18,10,WIND,456
2017-03-18,10,SOLAR,118
2017-03-18,10,BIOFUEL,1
2017-03-18,11,NUCLEAR,10360
2017-03-18,11,GAS,459
2017-03-18,11,HYDRO,4999
2017-03-18,11,WIND,531
2017-03-18,11,SOLAR,145
2017-03-18,11,BIOFUEL,1
2017-03-18,12,NUCLEAR,10362
2017-03-18,12,GAS,490
2017-03-18,12,HYDRO,5103
2017-03-18,12,WIND,484
2017-03-18,12,SOLAR,156
2017-03-18,12,BIOFUEL,1
2017-03-18,13,NUCLEAR,10361
2017-03-18,13,GAS,465
2017-03-18,13,HYDRO,4511
2017-03-18,13,WIND,489
2017-03-18,13,SOLAR,140
2017-03-18,13,BIOFUEL,3
2017-03-18,14,NUCLEAR,10371
2017-03-18,14,GAS,463
2017-03-18,14,HYDRO,4629
2017-03-18,14,WIND,466
2017-03-18,14,SOLAR,135
2017-03-18,14,BIOFUEL,2
2017-03-18,15,NUCLEAR,10332
2017-03-18,15,GAS,471
2017-03-18,15,HYDRO,4771
2017-03-18,15,WIND,462
2017-03-18,15,SOLAR,107
2017-03-18,15,BIOFUEL,1
2017-03-18,16,NUCLEAR,10369
2017-03-18,16,GAS,357
2017-03-18,16,HYDRO,5148
2017-03-18,16,WIND,358
2017-03-18,16,SOLAR,82
2017-03-18,16,BIOFUEL,13
2017-03-18,17,NUCLEAR,10376
2017-03-18,17,GAS,307
2017-03-18,17,HYDRO,4993
2017-03-18,17,WIND,290
2017-03-18,17,SOLAR,48
2017-03-18,17,BIOFUEL,5
2017-03-18,18,NUCLEAR,10378
2017-03-18,18,GAS,288
2017-03-18,18,HYDRO,4734
2017-03-18,18,WIND,307
2017-03-18,18,SOLAR,15
2017-03-18,18,BIOFUEL,2
2017-03-18,19,NUCLEAR,10370
2017-03-18,19,GAS,295
2017-03-18,19,HYDRO,5100
2017-03-18,19,WIND,404
2017-03-18,19,SOLAR,1
2017-03-18,19,BIOFUEL,1
2017-03-18,20,NUCLEAR,10367
2017-03-18,20,GAS,297
2017-03-18,20,HYDRO,4926
2017-03-18,20,WIND,425
2017-03-18,20,SOLAR,0
2017-03-18,20,BIOFUEL,1
2017-03-18,21,NUCLEAR,10348
2017-03-18,21,GAS,297
2017-03-18,21,HYDRO,5055
2017-03-18,21,WIND,483
2017-03-18,21,SOLAR,0
2017-03-18,21,BIOFUEL,1
2017-03-18,22,NUCLEAR,10356
2017-03-18,22,GAS,299
2017-03-18,22,HYDRO,4646
2017-03-18,22,WIND,417
2017-03-18,22,SOLAR,0
2017-03-18,22,BIOFUEL,1
2017-03-18,23,NUCLEAR,10349
2017-03-18,23,GAS,298
2017-03-18,23,HYDRO,4328
2017-03-18,23,WIND,425
2017-03-18,23,SOLAR,1
2017-03-18,23,BIOFUEL,1
2017-03-18,24,NUCLEAR,10353
2017-03-18,24,GAS,298
2017-03-18,24,HYDRO,3838
2017-03-18,24,WIND,376
2017-03-18,24,SOLAR,0
2017-03-18,24,BIOFUEL,1
2017-03-19,1,NUCLEAR,10357
2017-03-19,1,GAS,299
2017-03-19,1,HYDRO,3732
2017-03-19,1,WIND,322
2017-03-19,1,SOLAR,0
2017-03-19,1,BIOFUEL,1
2017-03-19,2,NUCLEAR,10358
2017-03-19,2,GAS,300
2017-03-19,2,HYDRO,3848
2017-03-19,2,WIND,334
2017-03-19,2,SOLAR,0
2017-03-19,2,BIOFUEL,1
2017-03-19,3,NUCLEAR,10358
2017-03-19,3,GAS,300
2017-03-19,3,HYDRO,3935
2017-03-19,3,WIND,326
2017-03-19,3,SOLAR,0
2017-03-19,3,BIOFUEL,1
2017-03-19,4,NUCLEAR,10364
2017-03-19,4,GAS,300
2017-03-19,4,HYDRO,3789
2017-03-19,4,WIND,410
2017-03-19,4,SOLAR,0
2017-03-19,4,BIOFUEL,1
2017-03-19,5,NUCLEAR,10373
2017-03-19,5,GAS,299
2017-03-19,5,HYDRO,3563
2017-03-19,5,WIND,444
2017-03-19,5,SOLAR,0
2017-03-19,5,BIOFUEL,1
2017-03-19,6,NUCLEAR,10374
2017-03-19,6,GAS,298
2017-03-19,6,HYDRO,3619
2017-03-19,6,WIND,457
2017-03-19,6,SOLAR,2
2017-03-19,6,BIOFUEL,1
2017-03-19,7,NUCLEAR,10374
2017-03-19,7,GAS,298
2017-03-19,7,HYDRO,4036
2017-03-19,7,WIND,417
2017-03-19,7,SOLAR,8
2017-03-19,7,BIOFUEL,1
2017-03-19,8,NUCLEAR,10370
2017-03-19,8,GAS,298
2017-03-19,8,HYDRO,4820
2017-03-19,8,WIND,319
2017-03-19,8,SOLAR,39
2017-03-19,8,BIOFUEL,1
2017-03-19,9,NUCLEAR,10372
2017-03-19,9,GAS,295
2017-03-19,9,HYDRO,4778
2017-03-19,9,WIND,175
2017-03-19,9,SOLAR,132
2017-03-19,9,BIOFUEL,1
2017-03-19,10,NUCLEAR,10361
2017-03-19,10,GAS,293
2017-03-19,10,HYDRO,4439
2017-03-19,10,WIND,87
2017-03-19,10,SOLAR,147
2017-03-19,10,BIOFUEL,2
2017-03-19,11,NUCLEAR,10378
2017-03-19,11,GAS,292
2017-03-19,11,HYDRO,4159
2017-03-19,11,WIND,48
2017-03-19,11,SOLAR,215
2017-03-19,11,BIOFUEL,8
2017-03-19,12,NUCLEAR,10376
2017-03-19,12,GAS,291
2017-03-19,12,HYDRO,4483
2017-03-19,12,WIND,51
2017-03-19,12,SOLAR,228
2017-03-19,12,BIOFUEL,2
2017-03-19,13,NUCLEAR,10378
2017-03-19,13,GAS,291
2017-03-19,13,HYDRO,4210
2017-03-19,13,WIND,84
2017-03-19,13,SOLAR,223
2017-03-19,13,BIOFUEL,1
2017-03-19,14,NUCLEAR,10379
2017-03-19,14,GAS,353
2017-03-19,14,HYDRO,3884
2017-03-19,14,WIND,98
2017-03-19,14,SOLAR,203
2017-03-19,14,BIOFUEL,1
2017-03-19,15,NUCLEAR,10376
2017-03-19,15,GAS,364
2017-03-19,15,HYDRO,3932
2017-03-19,15,WIND,126
2017-03-19,15,SOLAR,191
2017-03-19,15,BIOFUEL,1
2017-03-19,16,NUCLEAR,10373
2017-03-19,16,GAS,429
2017-03-19,16,HYDRO,4143
2017-03-19,16,WIND,146
2017-03-19,16,SOLAR,188
2017-03-19,16,BIOFUEL,1
2017-03-19,17,NUCLEAR,10373
2017-03-19,17,GAS,574
2017-03-19,17,HYDRO,4644
2017-03-19,17,WIND,154
2017-03-19,17,SOLAR,116
2017-03-19,17,BIOFUEL,1
2017-03-19,18,NUCLEAR,10369
2017-03-19,18,GAS,695
2017-03-19,18,HYDRO,5025
2017-03-19,18,WIND,153
2017-03-19,18,SOLAR,35
2017-03-19,18,BIOFUEL,1
2017-03-19,19,NUCLEAR,10374
2017-03-19,19,GAS,699
2017-03-19,19,HYDRO,5227
2017-03-19,19,WIND,310
2017-03-19,19,SOLAR,0
2017-03-19,19,BIOFUEL,1
2017-03-19,20,NUCLEAR,10365
2017-03-19,20,GAS,698
2017-03-19,20,HYDRO,5119
2017-03-19,20,WIND,610
2017-03-19,20,SOLAR,0
2017-03-19,20,BIOFUEL,1
2017-03-19,21,NUCLEAR,10371
2017-03-19,21,GAS,701
2017-03-19,21,HYDRO,4846
2017-03-19,21,WIND,640
2017-03-19,21,SOLAR,0
2017-03-19,21,BIOFUEL,1
2017-03-19,22,NUCLEAR,10371
2017-03-19,22,GAS,703
2017-03-19,22,HYDRO,4401
2017-03-19,22,WIND,906
2017-03-19,22,SOLAR,0
2017-03-19,22,BIOFUEL,1
2017-03-19,23,NUCLEAR,10369
2017-03-19,23,GAS,702
2017-03-19,23,HYDRO,3967
2017-03-19,23,WIND,1065
2017-03-19,23,SOLAR,0
2017-03-19,23,BIOFUEL,1
2017-03-19,24,NUCLEAR,10371
2017-03-19,24,GAS,409
2017-03-19,24,HYDRO,3570
2017-03-19,24,WIND,1226
2017-03-19,24,SOLAR,0
2017-03-19,24,BIOFUEL,1
2017-03-20,1,NUCLEAR,10371
2017-03-20,1,GAS,293
2017-03-20,1,HYDRO,3265
2017-03-20,1,WIND,1243
2017-03-20,1,SOLAR,0
2017-03-20,1,BIOFUEL,1
2017-03-20,2,NUCLEAR,10359
2017-03-20,2,GAS,303
2017-03-20,2,HYDRO,3238
2017-03-20,2,WIND,1227
2017-03-20,2,SOLAR,0
2017-03-20,2,BIOFUEL,1
2017-03-20,3,NUCLEAR,10363
2017-03-20,3,GAS,306
2017-03-20,3,HYDRO,3327
2017-03-20,3,WIND,1225
2017-03-20,3,SOLAR,0
2017-03-20,3,BIOFUEL,1
2017-03-20,4,NUCLEAR,10370
2017-03-20,4,GAS,406
2017-03-20,4,HYDRO,3275
2017-03-20,4,WIND,1294
2017-03-20,4,SOLAR,0
2017-03-20,4,BIOFUEL,1
2017-03-20,5,NUCLEAR,10377
2017-03-20,5,GAS,554
2017-03-20,5,HYDRO,3491
2017-03-20,5,WIND,828
2017-03-20,5,SOLAR,0
2017-03-20,5,BIOFUEL,1
2017-03-20,6,NUCLEAR,10380
2017-03-20,6,GAS,779
2017-03-20,6,HYDRO,4169
2017-03-20,6,WIND,958
2017-03-20,6,SOLAR,0
2017-03-20,6,BIOFUEL,1
2017-03-20,7,NUCLEAR,10385
2017-03-20,7,GAS,970
2017-03-20,7,HYDRO,5137
2017-03-20,7,WIND,1068
2017-03-20,7,SOLAR,2
2017-03-20,7,BIOFUEL,3
2017-03-20,8,NUCLEAR,10383
2017-03-20,8,GAS,876
2017-03-20,8,HYDRO,5067
2017-03-20,8,WIND,1185
2017-03-20,8,SOLAR,16
2017-03-20,8,BIOFUEL,5
2017-03-20,9,NUCLEAR,10386
2017-03-20,9,GAS,778
2017-03-20,9,HYDRO,4993
2017-03-20,9,WIND,1207
2017-03-20,9,SOLAR,41
2017-03-20,9,BIOFUEL,7
2017-03-20,10,NUCLEAR,10378
2017-03-20,10,GAS,1065
2017-03-20,10,HYDRO,5222
2017-03-20,10,WIND,1180
2017-03-20,10,SOLAR,61
2017-03-20,10,BIOFUEL,5
2017-03-20,11,NUCLEAR,10379
2017-03-20,11,GAS,1072
2017-03-20,11,HYDRO,4953
2017-03-20,11,WIND,944
2017-03-20,11,SOLAR,86
2017-03-20,11,BIOFUEL,3
2017-03-20,12,NUCLEAR,10380
2017-03-20,12,GAS,975
2017-03-20,12,HYDRO,4661
2017-03-20,12,WIND,860
2017-03-20,12,SOLAR,115
2017-03-20,12,BIOFUEL,2
2017-03-20,13,NUCLEAR,10378
2017-03-20,13,GAS,927
2017-03-20,13,HYDRO,4507
2017-03-20,13,WIND,693
2017-03-20,13,SOLAR,128
2017-03-20,13,BIOFUEL,1
2017-03-20,14,NUCLEAR,10376
2017-03-20,14,GAS,1047
2017-03-20,14,HYDRO,4624
2017-03-20,14,WIND,606
2017-03-20,14,SOLAR,127
2017-03-20,14,BIOFUEL,1
2017-03-20,15,NUCLEAR,10380
2017-03-20,15,GAS,1185
2017-03-20,15,HYDRO,4755
2017-03-20,15,WIND,389
2017-03-20,15,SOLAR,105
2017-03-20,15,BIOFUEL,1
2017-03-20,16,NUCLEAR,10378
2017-03-20,16,GAS,1369
2017-03-20,16,HYDRO,4878
2017-03-20,16,WIND,256
2017-03-20,16,SOLAR,102
2017-03-20,16,BIOFUEL,19
2017-03-20,17,NUCLEAR,10383
2017-03-20,17,GAS,1393
2017-03-20,17,HYDRO,5319
2017-03-20,17,WIND,234
2017-03-20,17,SOLAR,75
2017-03-20,17,BIOFUEL,56
2017-03-20,18,NUCLEAR,10390
2017-03-20,18,GAS,1224
2017-03-20,18,HYDRO,5327
2017-03-20,18,WIND,271
2017-03-20,18,SOLAR,30
2017-03-20,18,BIOFUEL,119
2017-03-20,19,NUCLEAR,10388
2017-03-20,19,GAS,1283
2017-03-20,19,HYDRO,5478
2017-03-20,19,WIND,204
2017-03-20,19,SOLAR,1
2017-03-20,19,BIOFUEL,140
2017-03-20,20,NUCLEAR,10379
2017-03-20,20,GAS,1237
2017-03-20,20,HYDRO,5512
2017-03-20,20,WIND,200
2017-03-20,20,SOLAR,0
2017-03-20,20,BIOFUEL,159
2017-03-20,21,NUCLEAR,10375
2017-03-20,21,GAS,1117
2017-03-20,21,HYDRO,5117
2017-03-20,21,WIND,306
2017-03-20,21,SOLAR,0
2017-03-20,21,BIOFUEL,116
2017-03-20,22,NUCLEAR,10056
2017-03-20,22,GAS,1127
2017-03-20,22,HYDRO,4808
2017-03-20,22,WIND,317
2017-03-20,22,SOLAR,0
2017-03-20,22,BIOFUEL,75
2017-03-20,23,NUCLEAR,10056
2017-03-20,23,GAS,470
2017-03-20,23,HYDRO,4107
2017-03-20,23,WIND,344
2017-03-20,23,SOLAR,0
2017-03-20,23,BIOFUEL,1
2017-03-20,24,NUCLEAR,9904
2017-03-20,24,GAS,301
2017-03-20,24,HYDRO,3807
2017-03-20,24,WIND,321
2017-03-20,24,SOLAR,0
2017-03-20,24,BIOFUEL,5
2017-03-21,1,NUCLEAR,9907
2017-03-21,1,GAS,298
2017-03-21,1,HYDRO,3511
2017-03-21,1,WIND,446
2017-03-21,1,SOLAR,0
2017-03-21,1,BIOFUEL,14
2017-03-21,2,NUCLEAR,9904
2017-03-21,2,GAS,320
2017-03-21,2,HYDRO,3135
2017-03-21,2,WIND,403
2017-03-21,2,SOLAR,0
2017-03-21,2,BIOFUEL,15
2017-03-21,3,NUCLEAR,9903
2017-03-21,3,GAS,333
2017-03-21,3,HYDRO,3052
2017-03-21,3,WIND,645
2017-03-21,3,SOLAR,0
2017-03-21,3,BIOFUEL,16
2017-03-21,4,NUCLEAR,9898
2017-03-21,4,GAS,444
2017-03-21,4,HYDRO,3128
2017-03-21,4,WIND,729
2017-03-21,4,SOLAR,0
2017-03-21,4,BIOFUEL,18
2017-03-21,5,NUCLEAR,9902
2017-03-21,5,GAS,614
2017-03-21,5,HYDRO,3373
2017-03-21,5,WIND,832
2017-03-21,5,SOLAR,0
2017-03-21,5,BIOFUEL,21
2017-03-21,6,NUCLEAR,9901
2017-03-21,6,GAS,763
2017-03-21,6,HYDRO,4409
2017-03-21,6,WIND,888
2017-03-21,6,SOLAR,1
2017-03-21,6,BIOFUEL,29
2017-03-21,7,NUCLEAR,9906
2017-03-21,7,GAS,1054
2017-03-21,7,HYDRO,5289
2017-03-21,7,WIND,734
2017-03-21,7,SOLAR,3
2017-03-21,7,BIOFUEL,31
2017-03-21,8,NUCLEAR,9898
2017-03-21,8,GAS,981
2017-03-21,8,HYDRO,5278
2017-03-21,8,WIND,567
2017-03-21,8,SOLAR,37
2017-03-21,8,BIOFUEL,31
2017-03-21,9,NUCLEAR,9843
2017-03-21,9,GAS,904
2017-03-21,9,HYDRO,5050
2017-03-21,9,WIND,380
2017-03-21,9,SOLAR,97
2017-03-21,9,BIOFUEL,31
2017-03-21,10,NUCLEAR,9893
2017-03-21,10,GAS,902
2017-03-21,10,HYDRO,4900
2017-03-21,10,WIND,324
2017-03-21,10,SOLAR,154
2017-03-21,10,BIOFUEL,31
2017-03-21,11,NUCLEAR,9918
2017-03-21,11,GAS,758
2017-03-21,11,HYDRO,4796
2017-03-21,11,WIND,487
2017-03-21,11,SOLAR,190
2017-03-21,11,BIOFUEL,31
2017-03-21,12,NUCLEAR,9901
2017-03-21,12,GAS,715
2017-03-21,12,HYDRO,4677
2017-03-21,12,WIND,793
2017-03-21,12,SOLAR,200
2017-03-21,12,BIOFUEL,31
2017-03-21,13,NUCLEAR,9901
2017-03-21,13,GAS,718
2017-03-21,13,HYDRO,4293
2017-03-21,13,WIND,655
2017-03-21,13,SOLAR,172
2017-03-21,13,BIOFUEL,31
2017-03-21,14,NUCLEAR,9900
2017-03-21,14,GAS,713
2017-03-21,14,HYDRO,4149
2017-03-21,14,WIND,1085
2017-03-21,14,SOLAR,246
2017-03-21,14,BIOFUEL,31
2017-03-21,15,NUCLEAR,9893
2017-03-21,15,GAS,711
2017-03-21,15,HYDRO,4096
2017-03-21,15,WIND,1422
2017-03-21,15,SOLAR,237
2017-03-21,15,BIOFUEL,31
2017-03-21,16,NUCLEAR,9933
2017-03-21,16,GAS,715
2017-03-21,16,HYDRO,3771
2017-03-21,16,WIND,2252
2017-03-21,16,SOLAR,143
2017-03-21,16,BIOFUEL,31
2017-03-21,17,NUCLEAR,9923
2017-03-21,17,GAS,710
2017-03-21,17,HYDRO,4131
2017-03-21,17,WIND,2422
2017-03-21,17,SOLAR,109
2017-03-21,17,BIOFUEL,31
2017-03-21,18,NUCLEAR,9925
2017-03-21,18,GAS,711
2017-03-21,18,HYDRO,4431
2017-03-21,18,WIND,2523
2017-03-21,18,SOLAR,43
2017-03-21,18,BIOFUEL,31
2017-03-21,19,NUCLEAR,9930
2017-03-21,19,GAS,711
2017-03-21,19,HYDRO,4703
2017-03-21,19,WIND,3123
2017-03-21,19,SOLAR,2
2017-03-21,19,BIOFUEL,31
2017-03-21,20,NUCLEAR,9934
2017-03-21,20,GAS,711
2017-03-21,20,HYDRO,4661
2017-03-21,20,WIND,3273
2017-03-21,20,SOLAR,0
2017-03-21,20,BIOFUEL,17
2017-03-21,21,NUCLEAR,9926
2017-03-21,21,GAS,712
2017-03-21,21,HYDRO,4561
2017-03-21,21,WIND,3454
2017-03-21,21,SOLAR,0
2017-03-21,21,BIOFUEL,26
2017-03-21,22,NUCLEAR,9909
2017-03-21,22,GAS,709
2017-03-21,22,HYDRO,3766
2017-03-21,22,WIND,3026
2017-03-21,22,SOLAR,0
2017-03-21,22,BIOFUEL,31
2017-03-21,23,NUCLEAR,9922
2017-03-21,23,GAS,391
2017-03-21,23,HYDRO,3362
2017-03-21,23,WIND,2873
2017-03-21,23,SOLAR,0
2017-03-21,23,BIOFUEL,25
2017-03-21,24,NUCLEAR,9921
2017-03-21,24,GAS,301
2017-03-21,24,HYDRO,3140
2017-03-21,24,WIND,2768
2017-03-21,24,SOLAR,0
2017-03-21,24,BIOFUEL,21
2017-03-22,1,NUCLEAR,9925
2017-03-22,1,GAS,318
2017-03-22,1,HYDRO,2965
2017-03-22,1,WIND,2775
2017-03-22,1,SOLAR,0
2017-03-22,1,BIOFUEL,16
2017-03-22,2,NUCLEAR,9923
2017-03-22,2,GAS,319
2017-03-22,2,HYDRO,2902
2017-03-22,2,WIND,2562
2017-03-22,2,SOLAR,0
2017-03-22,2,BIOFUEL,16
2017-03-22,3,NUCLEAR,9920
2017-03-22,3,GAS,337
2017-03-22,3,HYDRO,3021
2017-03-22,3,WIND,2373
2017-03-22,3,SOLAR,0
2017-03-22,3,BIOFUEL,15
2017-03-22,4,NUCLEAR,9917
2017-03-22,4,GAS,344
2017-03-22,4,HYDRO,3131
2017-03-22,4,WIND,2563
2017-03-22,4,SOLAR,0
2017-03-22,4,BIOFUEL,16
2017-03-22,5,NUCLEAR,9923
2017-03-22,5,GAS,385
2017-03-22,5,HYDRO,3267
2017-03-22,5,WIND,2321
2017-03-22,5,SOLAR,0
2017-03-22,5,BIOFUEL,19
2017-03-22,6,NUCLEAR,9930
2017-03-22,6,GAS,413
2017-03-22,6,HYDRO,3908
2017-03-22,6,WIND,2495
2017-03-22,6,SOLAR,1
2017-03-22,6,BIOFUEL,33
2017-03-22,7,NUCLEAR,9928
2017-03-22,7,GAS,501
2017-03-22,7,HYDRO,4917
2017-03-22,7,WIND,2393
2017-03-22,7,SOLAR,10
2017-03-22,7,BIOFUEL,34
2017-03-22,8,NUCLEAR,9931
2017-03-22,8,GAS,467
2017-03-22,8,HYDRO,4428
2017-03-22,8,WIND,2420
2017-03-22,8,SOLAR,82
2017-03-22,8,BIOFUEL,23
2017-03-22,9,NUCLEAR,9792
2017-03-22,9,GAS,441
2017-03-22,9,HYDRO,3975
2017-03-22,9,WIND,2000
2017-03-22,9,SOLAR,188
2017-03-22,9,BIOFUEL,0
2017-03-22,10,NUCLEAR,9724
2017-03-22,10,GAS,474
2017-03-22,10,HYDRO,3778
2017-03-22,10,WIND,2101
2017-03-22,10,SOLAR,268
2017-03-22,10,BIOFUEL,0
2017-03-22,11,NUCLEAR,9632
2017-03-22,11,GAS,549
2017-03-22,11,HYDRO,4196
2017-03-22,11,WIND,1835
2017-03-22,11,SOLAR,279
2017-03-22,11,BIOFUEL,0
