Date,Hour,Fuel,Output
2017-06-02,8,GAS,297
2017-06-02,8,HYDRO,4510
2017-06-02,8,WIND,155
2017-06-02,8,SOLAR,101
2017-06-02,8,BIOFUEL,25
2017-06-02,9,NUCLEAR,10595
2017-06-02,9,GAS,294
2017-06-02,9,HYDRO,4317
2017-06-02,9,WIND,109
2017-06-02,9,SOLAR,2
2017-06-02,9,BIOFUEL,25
2017-06-02,10,NUCLEAR,10100
2017-06-02,10,GAS,291
2017-06-02,10,HYDRO,4513
2017-06-02,10,WIND,252
2017-06-02,10,SOLAR,191
2017-06-02,10,BIOFUEL,26
2017-06-02,11,NUCLEAR,10092
2017-06-02,11,GAS,291
2017-06-02,11,HYDRO,4579
2017-06-02,11,WIND,389
2017-06-02,11,SOLAR,250
2017-06-02,11,BIOFUEL,27
2017-06-02,12,NUCLEAR,10388
2017-06-02,12,GAS,292
2017-06-02,12,HYDRO,4677
2017-06-02,12,WIND,344
2017-06-02,12,SOLAR,167
2017-06-02,12,BIOFUEL,26
2017-06-02,13,NUCLEAR,10640
2017-06-02,13,GAS,290
2017-06-02,13,HYDRO,4642
2017-06-02,13,WIND,327
2017-06-02,13,SOLAR,97
2017-06-02,13,BIOFUEL,26
2017-06-02,14,NUCLEAR,10619
2017-06-02,14,GAS,290
2017-06-02,14,HYDRO,4583
2017-06-02,14,WIND,341
2017-06-02,14,SOLAR,72
2017-06-02,14,BIOFUEL,25
2017-06-02,15,NUCLEAR,10626
2017-06-02,15,GAS,290
2017-06-02,15,HYDRO,4623
2017-06-02,15,WIND,292
2017-06-02,15,SOLAR,36
2017-06-02,15,BIOFUEL,26
2017-06-02,16,NUCLEAR,10628
2017-06-02,16,GAS,288
2017-06-02,16,HYDRO,4642
2017-06-02,16,WIND,226
2017-06-02,16,SOLAR,39
2017-06-02,16,BIOFUEL,26
2017-06-02,17,NUCLEAR,10643
2017-06-02,17,GAS,287
2017-06-02,17,HYDRO,4711
2017-06-02,17,WIND,216
2017-06-02,17,SOLAR,18
2017-06-02,17,BIOFUEL,26
2017-06-02,18,NUCLEAR,10639
2017-06-02,18,GAS,287
2017-06-02,18,HYDRO,4691
2017-06-02,18,WIND,207
2017-06-02,18,SOLAR,7
2017-06-02,18,BIOFUEL,26
2017-06-02,19,NUCLEAR,10637
2017-06-02,19,GAS,288
2017-06-02,19,HYDRO,4931
2017-06-02,19,WIND,274
2017-06-02,19,SOLAR,8
2017-06-02,19,BIOFUEL,26
2017-06-02,20,NUCLEAR,10631
2017-06-02,20,GAS,290
2017-06-02,20,HYDRO,5318
2017-06-02,20,WIND,209
2017-06-02,20,SOLAR,4
2017-06-02,20,BIOFUEL,26
2017-06-02,21,NUCLEAR,10486
2017-06-02,21,GAS,292
2017-06-02,21,HYDRO,5307
2017-06-02,21,WIND,322
2017-06-02,21,SOLAR,0
2017-06-02,21,BIOFUEL,26
2017-06-02,22,NUCLEAR,10184
2017-06-02,22,GAS,294
2017-06-02,22,HYDRO,5035
2017-06-02,22,WIND,338
2017-06-02,22,SOLAR,0
2017-06-02,22,BIOFUEL,26
2017-06-02,23,NUCLEAR,9975
2017-06-02,23,GAS,187
2017-06-02,23,HYDRO,4572
2017-06-02,23,WIND,372
2017-06-02,23,SOLAR,0
2017-06-02,23,BIOFUEL,15
2017-06-02,24,NUCLEAR,9447
2017-06-02,24,GAS,180
2017-06-02,24,HYDRO,4366
2017-06-02,24,WIND,338
2017-06-02,24,SOLAR,0
2017-06-02,24,BIOFUEL,7
2017-06-03,1,NUCLEAR,9142
2017-06-03,1,GAS,181
2017-06-03,1,HYDRO,4163
2017-06-03,1,WIND,293
2017-06-03,1,SOLAR,0
2017-06-03,1,BIOFUEL,0
2017-06-03,2,NUCLEAR,8982
2017-06-03,2,GAS,181
2017-06-03,2,HYDRO,4179
2017-06-03,2,WIND,282
2017-06-03,2,SOLAR,0
2017-06-03,2,BIOFUEL,0
2017-06-03,3,NUCLEAR,8726
2017-06-03,3,GAS,181
2017-06-03,3,HYDRO,4448
2017-06-03,3,WIND,275
2017-06-03,3,SOLAR,0
2017-06-03,3,BIOFUEL,0
2017-06-03,4,NUCLEAR,8647
2017-06-03,4,GAS,181
2017-06-03,4,HYDRO,4308
2017-06-03,4,WIND,302
2017-06-03,4,SOLAR,1
2017-06-03,4,BIOFUEL,0
2017-06-03,5,NUCLEAR,8650
2017-06-03,5,GAS,181
2017-06-03,5,HYDRO,4074
2017-06-03,5,WIND,305
2017-06-03,5,SOLAR,1
2017-06-03,5,BIOFUEL,0
2017-06-03,6,NUCLEAR,8715
2017-06-03,6,GAS,181
2017-06-03,6,HYDRO,4174
2017-06-03,6,WIND,311
2017-06-03,6,SOLAR,6
2017-06-03,6,BIOFUEL,0
2017-06-03,7,NUCLEAR,9220
2017-06-03,7,GAS,181
2017-06-03,7,HYDRO,4202
2017-06-03,7,WIND,187
2017-06-03,7,SOLAR,29
2017-06-03,7,BIOFUEL,0
2017-06-03,8,NUCLEAR,9526
2017-06-03,8,GAS,180
2017-06-03,8,HYDRO,4448
2017-06-03,8,WIND,106
2017-06-03,8,SOLAR,37
2017-06-03,8,BIOFUEL,0
2017-06-03,9,NUCLEAR,9752
2017-06-03,9,GAS,179
2017-06-03,9,HYDRO,4546
2017-06-03,9,WIND,148
2017-06-03,9,SOLAR,119
2017-06-03,9,BIOFUEL,1
2017-06-03,10,NUCLEAR,9747
2017-06-03,10,GAS,179
2017-06-03,10,HYDRO,4526
2017-06-03,10,WIND,165
2017-06-03,10,SOLAR,33
2017-06-03,10,BIOFUEL,1
2017-06-03,11,NUCLEAR,9750
2017-06-03,11,GAS,178
2017-06-03,11,HYDRO,4503
2017-06-03,11,WIND,108
2017-06-03,11,SOLAR,0
2017-06-03,11,BIOFUEL,0
2017-06-03,12,NUCLEAR,9621
2017-06-03,12,GAS,178
2017-06-03,12,HYDRO,4461
2017-06-03,12,WIND,106
2017-06-03,12,SOLAR,0
2017-06-03,12,BIOFUEL,0
2017-06-03,13,NUCLEAR,9446
2017-06-03,13,GAS,178
2017-06-03,13,HYDRO,4502
2017-06-03,13,WIND,117
2017-06-03,13,SOLAR,0
2017-06-03,13,BIOFUEL,0
2017-06-03,14,NUCLEAR,9440
2017-06-03,14,GAS,178
2017-06-03,14,HYDRO,4520
2017-06-03,14,WIND,136
2017-06-03,14,SOLAR,0
2017-06-03,14,BIOFUEL,0
2017-06-03,15,NUCLEAR,9440
2017-06-03,15,GAS,178
2017-06-03,15,HYDRO,4659
2017-06-03,15,WIND,140
2017-06-03,15,SOLAR,6
2017-06-03,15,BIOFUEL,0
2017-06-03,16,NUCLEAR,9439
2017-06-03,16,GAS,179
2017-06-03,16,HYDRO,4732
2017-06-03,16,WIND,231
2017-06-03,16,SOLAR,155
2017-06-03,16,BIOFUEL,0
2017-06-03,17,NUCLEAR,9310
2017-06-03,17,GAS,182
2017-06-03,17,HYDRO,4868
2017-06-03,17,WIND,286
2017-06-03,17,SOLAR,133
2017-06-03,17,BIOFUEL,0
2017-06-03,18,NUCLEAR,9507
2017-06-03,18,GAS,181
2017-06-03,18,HYDRO,4989
2017-06-03,18,WIND,294
2017-06-03,18,SOLAR,91
2017-06-03,18,BIOFUEL,0
2017-06-03,19,NUCLEAR,9895
2017-06-03,19,GAS,195
2017-06-03,19,HYDRO,4947
2017-06-03,19,WIND,318
2017-06-03,19,SOLAR,27
2017-06-03,19,BIOFUEL,0
2017-06-03,20,NUCLEAR,10047
2017-06-03,20,GAS,177
2017-06-03,20,HYDRO,4734
2017-06-03,20,WIND,371
2017-06-03,20,SOLAR,5
2017-06-03,20,BIOFUEL,0
2017-06-03,21,NUCLEAR,10054
2017-06-03,21,GAS,180
2017-06-03,21,HYDRO,4582
2017-06-03,21,WIND,598
2017-06-03,21,SOLAR,0
2017-06-03,21,BIOFUEL,0
2017-06-03,22,NUCLEAR,9976
2017-06-03,22,GAS,176
2017-06-03,22,HYDRO,4549
2017-06-03,22,WIND,606
2017-06-03,22,SOLAR,0
2017-06-03,22,BIOFUEL,0
2017-06-03,23,NUCLEAR,9565
2017-06-03,23,GAS,175
2017-06-03,23,HYDRO,4169
2017-06-03,23,WIND,265
2017-06-03,23,SOLAR,0
2017-06-03,23,BIOFUEL,0
2017-06-03,24,NUCLEAR,8730
2017-06-03,24,GAS,175
2017-06-03,24,HYDRO,4080
2017-06-03,24,WIND,596
2017-06-03,24,SOLAR,0
2017-06-03,24,BIOFUEL,0
2017-06-04,1,NUCLEAR,8398
2017-06-04,1,GAS,176
2017-06-04,1,HYDRO,4017
2017-06-04,1,WIND,424
2017-06-04,1,SOLAR,0
2017-06-04,1,BIOFUEL,0
2017-06-04,2,NUCLEAR,8061
2017-06-04,2,GAS,180
2017-06-04,2,HYDRO,3896
2017-06-04,2,WIND,507
2017-06-04,2,SOLAR,0
2017-06-04,2,BIOFUEL,0
2017-06-04,3,NUCLEAR,7879
2017-06-04,3,GAS,180
2017-06-04,3,HYDRO,3859
2017-06-04,3,WIND,593
2017-06-04,3,SOLAR,0
2017-06-04,3,BIOFUEL,0
2017-06-04,4,NUCLEAR,7881
2017-06-04,4,GAS,180
2017-06-04,4,HYDRO,3904
2017-06-04,4,WIND,692
2017-06-04,4,SOLAR,0
2017-06-04,4,BIOFUEL,0
2017-06-04,5,NUCLEAR,7881
2017-06-04,5,GAS,181
2017-06-04,5,HYDRO,4042
2017-06-04,5,WIND,660
2017-06-04,5,SOLAR,0
2017-06-04,5,BIOFUEL,0
2017-06-04,6,NUCLEAR,7881
2017-06-04,6,GAS,185
2017-06-04,6,HYDRO,4102
2017-06-04,6,WIND,808
2017-06-04,6,SOLAR,7
2017-06-04,6,BIOFUEL,0
2017-06-04,7,NUCLEAR,8085
2017-06-04,7,GAS,184
2017-06-04,7,HYDRO,4333
2017-06-04,7,WIND,756
2017-06-04,7,SOLAR,20
2017-06-04,7,BIOFUEL,0
2017-06-04,8,NUCLEAR,8592
2017-06-04,8,GAS,183
2017-06-04,8,HYDRO,4709
2017-06-04,8,WIND,616
2017-06-04,8,SOLAR,49
2017-06-04,8,BIOFUEL,0
2017-06-04,9,NUCLEAR,8943
2017-06-04,9,GAS,183
2017-06-04,9,HYDRO,4707
2017-06-04,9,WIND,833
2017-06-04,9,SOLAR,74
2017-06-04,9,BIOFUEL,1
2017-06-04,10,NUCLEAR,9335
2017-06-04,10,GAS,184
2017-06-04,10,HYDRO,4679
2017-06-04,10,WIND,904
2017-06-04,10,SOLAR,124
2017-06-04,10,BIOFUEL,0
2017-06-04,11,NUCLEAR,9591
2017-06-04,11,GAS,184
2017-06-04,11,HYDRO,4601
2017-06-04,11,WIND,667
2017-06-04,11,SOLAR,180
2017-06-04,11,BIOFUEL,0
2017-06-04,12,NUCLEAR,9815
2017-06-04,12,GAS,185
2017-06-04,12,HYDRO,4537
2017-06-04,12,WIND,423
2017-06-04,12,SOLAR,124
2017-06-04,12,BIOFUEL,0
2017-06-04,13,NUCLEAR,9812
2017-06-04,13,GAS,185
2017-06-04,13,HYDRO,4602
2017-06-04,13,WIND,405
2017-06-04,13,SOLAR,161
2017-06-04,13,BIOFUEL,0
2017-06-04,14,NUCLEAR,9813
2017-06-04,14,GAS,191
2017-06-04,14,HYDRO,4557
2017-06-04,14,WIND,643
2017-06-04,14,SOLAR,172
2017-06-04,14,BIOFUEL,0
2017-06-04,15,NUCLEAR,9802
2017-06-04,15,GAS,188
2017-06-04,15,HYDRO,4641
2017-06-04,15,WIND,740
2017-06-04,15,SOLAR,167
2017-06-04,15,BIOFUEL,0
2017-06-04,16,NUCLEAR,9807
2017-06-04,16,GAS,185
2017-06-04,16,HYDRO,4816
2017-06-04,16,WIND,745
2017-06-04,16,SOLAR,167
2017-06-04,16,BIOFUEL,0
2017-06-04,17,NUCLEAR,9814
2017-06-04,17,GAS,197
2017-06-04,17,HYDRO,5224
2017-06-04,17,WIND,741
2017-06-04,17,SOLAR,88
2017-06-04,17,BIOFUEL,0
2017-06-04,18,NUCLEAR,9840
2017-06-04,18,GAS,185
2017-06-04,18,HYDRO,5426
2017-06-04,18,WIND,750
2017-06-04,18,SOLAR,54
2017-06-04,18,BIOFUEL,0
2017-06-04,19,NUCLEAR,9838
2017-06-04,19,GAS,185
2017-06-04,19,HYDRO,5706
2017-06-04,19,WIND,389
2017-06-04,19,SOLAR,20
2017-06-04,19,BIOFUEL,1
2017-06-04,20,NUCLEAR,9833
2017-06-04,20,GAS,185
2017-06-04,20,HYDRO,5769
2017-06-04,20,WIND,250
2017-06-04,20,SOLAR,5
2017-06-04,20,BIOFUEL,7
2017-06-04,21,NUCLEAR,9853
2017-06-04,21,GAS,185
2017-06-04,21,HYDRO,5722
2017-06-04,21,WIND,278
2017-06-04,21,SOLAR,0
2017-06-04,21,BIOFUEL,12
2017-06-04,22,NUCLEAR,9870
2017-06-04,22,GAS,192
2017-06-04,22,HYDRO,5281
2017-06-04,22,WIND,312
2017-06-04,22,SOLAR,0
2017-06-04,22,BIOFUEL,0
2017-06-04,23,NUCLEAR,9788
2017-06-04,23,GAS,185
2017-06-04,23,HYDRO,4334
2017-06-04,23,WIND,240
2017-06-04,23,SOLAR,0
2017-06-04,23,BIOFUEL,0
2017-06-04,24,NUCLEAR,9458
2017-06-04,24,GAS,185
2017-06-04,24,HYDRO,4574
2017-06-04,24,WIND,220
2017-06-04,24,SOLAR,0
2017-06-04,24,BIOFUEL,0
2017-06-05,1,NUCLEAR,9167
2017-06-05,1,GAS,185
2017-06-05,1,HYDRO,4161
2017-06-05,1,WIND,300
2017-06-05,1,SOLAR,0
2017-06-05,1,BIOFUEL,0
2017-06-05,2,NUCLEAR,9014
2017-06-05,2,GAS,184
2017-06-05,2,HYDRO,3982
2017-06-05,2,WIND,311
2017-06-05,2,SOLAR,0
2017-06-05,2,BIOFUEL,1
2017-06-05,3,NUCLEAR,9014
2017-06-05,3,GAS,184
2017-06-05,3,HYDRO,3896
2017-06-05,3,WIND,337
2017-06-05,3,SOLAR,0
2017-06-05,3,BIOFUEL,7
2017-06-05,4,NUCLEAR,9009
2017-06-05,4,GAS,185
2017-06-05,4,HYDRO,3825
2017-06-05,4,WIND,535
2017-06-05,4,SOLAR,0
2017-06-05,4,BIOFUEL,12
2017-06-05,5,NUCLEAR,9156
2017-06-05,5,GAS,185
2017-06-05,5,HYDRO,3942
2017-06-05,5,WIND,380
2017-06-05,5,SOLAR,0
2017-06-05,5,BIOFUEL,22
2017-06-05,6,NUCLEAR,9319
2017-06-05,6,GAS,205
2017-06-05,6,HYDRO,4408
2017-06-05,6,WIND,572
2017-06-05,6,SOLAR,4
2017-06-05,6,BIOFUEL,29
2017-06-05,7,NUCLEAR,9732
2017-06-05,7,GAS,296
2017-06-05,7,HYDRO,4884
2017-06-05,7,WIND,592
2017-06-05,7,SOLAR,22
2017-06-05,7,BIOFUEL,38
2017-06-05,8,NUCLEAR,9908
2017-06-05,8,GAS,298
2017-06-05,8,HYDRO,5295
2017-06-05,8,WIND,534
2017-06-05,8,SOLAR,39
2017-06-05,8,BIOFUEL,41
2017-06-05,9,NUCLEAR,9913
2017-06-05,9,GAS,296
2017-06-05,9,HYDRO,5182
2017-06-05,9,WIND,592
2017-06-05,9,SOLAR,77
2017-06-05,9,BIOFUEL,48
2017-06-05,10,NUCLEAR,9925
2017-06-05,10,GAS,295
2017-06-05,10,HYDRO,5225
2017-06-05,10,WIND,583
2017-06-05,10,SOLAR,103
2017-06-05,10,BIOFUEL,46
2017-06-05,11,NUCLEAR,9970
2017-06-05,11,GAS,293
2017-06-05,11,HYDRO,5112
2017-06-05,11,WIND,630
2017-06-05,11,SOLAR,97
2017-06-05,11,BIOFUEL,32
2017-06-05,12,NUCLEAR,9984
2017-06-05,12,GAS,288
2017-06-05,12,HYDRO,5167
2017-06-05,12,WIND,873
2017-06-05,12,SOLAR,139
2017-06-05,12,BIOFUEL,27
2017-06-05,13,NUCLEAR,9993
2017-06-05,13,GAS,286
2017-06-05,13,HYDRO,5023
2017-06-05,13,WIND,1141
2017-06-05,13,SOLAR,135
2017-06-05,13,BIOFUEL,39
2017-06-05,14,NUCLEAR,10039
2017-06-05,14,GAS,287
2017-06-05,14,HYDRO,5014
2017-06-05,14,WIND,1067
2017-06-05,14,SOLAR,117
2017-06-05,14,BIOFUEL,44
2017-06-05,15,NUCLEAR,10038
2017-06-05,15,GAS,285
2017-06-05,15,HYDRO,4900
2017-06-05,15,WIND,1162
2017-06-05,15,SOLAR,110
2017-06-05,15,BIOFUEL,49
2017-06-05,16,NUCLEAR,10069
2017-06-05,16,GAS,283
2017-06-05,16,HYDRO,4924
2017-06-05,16,WIND,1151
2017-06-05,16,SOLAR,102
2017-06-05,16,BIOFUEL,41
2017-06-05,17,NUCLEAR,10085
2017-06-05,17,GAS,285
2017-06-05,17,HYDRO,5163
2017-06-05,17,WIND,1134
2017-06-05,17,SOLAR,71
2017-06-05,17,BIOFUEL,27
2017-06-05,18,NUCLEAR,10084
2017-06-05,18,GAS,286
2017-06-05,18,HYDRO,5131
2017-06-05,18,WIND,924
2017-06-05,18,SOLAR,55
2017-06-05,18,BIOFUEL,27
2017-06-05,19,NUCLEAR,10083
2017-06-05,19,GAS,286
2017-06-05,19,HYDRO,5059
2017-06-05,19,WIND,1114
2017-06-05,19,SOLAR,20
2017-06-05,19,BIOFUEL,26
2017-06-05,20,NUCLEAR,10083
2017-06-05,20,GAS,287
2017-06-05,20,HYDRO,5057
2017-06-05,20,WIND,1235
2017-06-05,20,SOLAR,3
2017-06-05,20,BIOFUEL,26
2017-06-05,21,NUCLEAR,10076
2017-06-05,21,GAS,287
2017-06-05,21,HYDRO,5022
2017-06-05,21,WIND,1126
2017-06-05,21,SOLAR,0
2017-06-05,21,BIOFUEL,26
2017-06-05,22,NUCLEAR,10081
2017-06-05,22,GAS,287
2017-06-05,22,HYDRO,4766
2017-06-05,22,WIND,846
2017-06-05,22,SOLAR,0
2017-06-05,22,BIOFUEL,26
2017-06-05,23,NUCLEAR,9930
2017-06-05,23,GAS,287
2017-06-05,23,HYDRO,4263
2017-06-05,23,WIND,410
2017-06-05,23,SOLAR,0
2017-06-05,23,BIOFUEL,14
2017-06-05,24,NUCLEAR,9373
2017-06-05,24,GAS,287
2017-06-05,24,HYDRO,4113
2017-06-05,24,WIND,766
2017-06-05,24,SOLAR,0
2017-06-05,24,BIOFUEL,14
2017-06-06,1,NUCLEAR,9018
2017-06-06,1,GAS,289
2017-06-06,1,HYDRO,3931
2017-06-06,1,WIND,795
2017-06-06,1,SOLAR,0
2017-06-06,1,BIOFUEL,14
2017-06-06,2,NUCLEAR,8999
2017-06-06,2,GAS,289
2017-06-06,2,HYDRO,3990
2017-06-06,2,WIND,363
2017-06-06,2,SOLAR,0
2017-06-06,2,BIOFUEL,14
2017-06-06,3,NUCLEAR,9003
2017-06-06,3,GAS,289
2017-06-06,3,HYDRO,3890
2017-06-06,3,WIND,342
2017-06-06,3,SOLAR,0
2017-06-06,3,BIOFUEL,14
2017-06-06,4,NUCLEAR,9005
2017-06-06,4,GAS,289
2017-06-06,4,HYDRO,3912
2017-06-06,4,WIND,425
2017-06-06,4,SOLAR,1
2017-06-06,4,BIOFUEL,14
2017-06-06,5,NUCLEAR,9022
2017-06-06,5,GAS,289
2017-06-06,5,HYDRO,3928
2017-06-06,5,WIND,643
2017-06-06,5,SOLAR,1
2017-06-06,5,BIOFUEL,17
2017-06-06,6,NUCLEAR,9327
2017-06-06,6,GAS,290
2017-06-06,6,HYDRO,4012
2017-06-06,6,WIND,783
2017-06-06,6,SOLAR,3
2017-06-06,6,BIOFUEL,22
2017-06-06,7,NUCLEAR,9854
2017-06-06,7,GAS,290
2017-06-06,7,HYDRO,4267
2017-06-06,7,WIND,997
2017-06-06,7,SOLAR,27
2017-06-06,7,BIOFUEL,28
2017-06-06,8,NUCLEAR,10080
2017-06-06,8,GAS,280
2017-06-06,8,HYDRO,4252
2017-06-06,8,WIND,670
2017-06-06,8,SOLAR,66
2017-06-06,8,BIOFUEL,27
2017-06-06,9,NUCLEAR,10213
2017-06-06,9,GAS,270
2017-06-06,9,HYDRO,4324
2017-06-06,9,WIND,461
2017-06-06,9,SOLAR,65
2017-06-06,9,BIOFUEL,27
2017-06-06,10,NUCLEAR,10328
2017-06-06,10,GAS,269
2017-06-06,10,HYDRO,4436
2017-06-06,10,WIND,911
2017-06-06,10,SOLAR,124
2017-06-06,10,BIOFUEL,27
2017-06-06,11,NUCLEAR,10147
2017-06-06,11,GAS,270
2017-06-06,11,HYDRO,4512
2017-06-06,11,WIND,1372
2017-06-06,11,SOLAR,150
2017-06-06,11,BIOFUEL,27
2017-06-06,12,NUCLEAR,10187
2017-06-06,12,GAS,279
2017-06-06,12,HYDRO,4509
2017-06-06,12,WIND,1127
2017-06-06,12,SOLAR,146
2017-06-06,12,BIOFUEL,27
2017-06-06,13,NUCLEAR,10522
2017-06-06,13,GAS,292
2017-06-06,13,HYDRO,4499
2017-06-06,13,WIND,1076
2017-06-06,13,SOLAR,149
2017-06-06,13,BIOFUEL,27
2017-06-06,14,NUCLEAR,10614
2017-06-06,14,GAS,271
2017-06-06,14,HYDRO,4438
2017-06-06,14,WIND,1034
2017-06-06,14,SOLAR,129
2017-06-06,14,BIOFUEL,27
2017-06-06,15,NUCLEAR,10622
2017-06-06,15,GAS,269
2017-06-06,15,HYDRO,4422
2017-06-06,15,WIND,973
2017-06-06,15,SOLAR,123
2017-06-06,15,BIOFUEL,27
2017-06-06,16,NUCLEAR,10632
2017-06-06,16,GAS,268
2017-06-06,16,HYDRO,4426
2017-06-06,16,WIND,1008
2017-06-06,16,SOLAR,105
2017-06-06,16,BIOFUEL,27
2017-06-06,17,NUCLEAR,10649
2017-06-06,17,GAS,268
2017-06-06,17,HYDRO,4447
2017-06-06,17,WIND,1248
2017-06-06,17,SOLAR,80
2017-06-06,17,BIOFUEL,27
2017-06-06,18,NUCLEAR,10665
2017-06-06,18,GAS,269
2017-06-06,18,HYDRO,4463
2017-06-06,18,WIND,795
2017-06-06,18,SOLAR,47
2017-06-06,18,BIOFUEL,27
2017-06-06,19,NUCLEAR,10676
2017-06-06,19,GAS,269
2017-06-06,19,HYDRO,4567
2017-06-06,19,WIND,782
2017-06-06,19,SOLAR,23
2017-06-06,19,BIOFUEL,26
2017-06-06,20,NUCLEAR,10664
2017-06-06,20,GAS,270
2017-06-06,20,HYDRO,4589
2017-06-06,20,WIND,1080
2017-06-06,20,SOLAR,3
2017-06-06,20,BIOFUEL,27
2017-06-06,21,NUCLEAR,10686
2017-06-06,21,GAS,272
2017-06-06,21,HYDRO,4485
2017-06-06,21,WIND,1126
2017-06-06,21,SOLAR,0
2017-06-06,21,BIOFUEL,26
2017-06-06,22,NUCLEAR,10396
2017-06-06,22,GAS,272
2017-06-06,22,HYDRO,4453
2017-06-06,22,WIND,871
2017-06-06,22,SOLAR,0
2017-06-06,22,BIOFUEL,27
2017-06-06,23,NUCLEAR,9745
2017-06-06,23,GAS,273
2017-06-06,23,HYDRO,4254
2017-06-06,23,WIND,895
2017-06-06,23,SOLAR,0
2017-06-06,23,BIOFUEL,16
2017-06-06,24,NUCLEAR,9310
2017-06-06,24,GAS,273
2017-06-06,24,HYDRO,4093
2017-06-06,24,WIND,786
2017-06-06,24,SOLAR,0
2017-06-06,24,BIOFUEL,15
2017-06-07,1,NUCLEAR,9046
2017-06-07,1,GAS,273
2017-06-07,1,HYDRO,3988
2017-06-07,1,WIND,763
2017-06-07,1,SOLAR,0
2017-06-07,1,BIOFUEL,14
2017-06-07,2,NUCLEAR,9045
2017-06-07,2,GAS,275
2017-06-07,2,HYDRO,3959
2017-06-07,2,WIND,573
2017-06-07,2,SOLAR,0
2017-06-07,2,BIOFUEL,15
2017-06-07,3,NUCLEAR,9064
2017-06-07,3,GAS,276
2017-06-07,3,HYDRO,3935
2017-06-07,3,WIND,526
2017-06-07,3,SOLAR,0
2017-06-07,3,BIOFUEL,15
2017-06-07,4,NUCLEAR,9084
2017-06-07,4,GAS,276
2017-06-07,4,HYDRO,3924
2017-06-07,4,WIND,536
2017-06-07,4,SOLAR,1
2017-06-07,4,BIOFUEL,14
2017-06-07,5,NUCLEAR,9162
2017-06-07,5,GAS,276
2017-06-07,5,HYDRO,3968
2017-06-07,5,WIND,649
2017-06-07,5,SOLAR,1
2017-06-07,5,BIOFUEL,15
2017-06-07,6,NUCLEAR,9528
2017-06-07,6,GAS,277
2017-06-07,6,HYDRO,4211
2017-06-07,6,WIND,500
2017-06-07,6,SOLAR,7
2017-06-07,6,BIOFUEL,23
2017-06-07,7,NUCLEAR,10209
2017-06-07,7,GAS,278
2017-06-07,7,HYDRO,4564
2017-06-07,7,WIND,533
2017-06-07,7,SOLAR,46
2017-06-07,7,BIOFUEL,27
2017-06-07,8,NUCLEAR,10832
2017-06-07,8,GAS,279
2017-06-07,8,HYDRO,4521
2017-06-07,8,WIND,155
2017-06-07,8,SOLAR,10
2017-06-07,8,BIOFUEL,27
2017-06-07,9,NUCLEAR,10617
2017-06-07,9,GAS,276
2017-06-07,9,HYDRO,4445
2017-06-07,9,WIND,136
2017-06-07,9,SOLAR,28
2017-06-07,9,BIOFUEL,27
2017-06-07,10,NUCLEAR,10345
2017-06-07,10,GAS,273
2017-06-07,10,HYDRO,4523
2017-06-07,10,WIND,305
2017-06-07,10,SOLAR,292
2017-06-07,10,BIOFUEL,27
2017-06-07,11,NUCLEAR,10343
2017-06-07,11,GAS,273
2017-06-07,11,HYDRO,4601
2017-06-07,11,WIND,329
2017-06-07,11,SOLAR,329
2017-06-07,11,BIOFUEL,27
2017-06-07,12,NUCLEAR,10342
2017-06-07,12,GAS,272
2017-06-07,12,HYDRO,4486
2017-06-07,12,WIND,350
2017-06-07,12,SOLAR,330
2017-06-07,12,BIOFUEL,27
2017-06-07,13,NUCLEAR,10349
2017-06-07,13,GAS,270
2017-06-07,13,HYDRO,4595
2017-06-07,13,WIND,386
2017-06-07,13,SOLAR,328
2017-06-07,13,BIOFUEL,27
2017-06-07,14,NUCLEAR,10338
2017-06-07,14,GAS,268
2017-06-07,14,HYDRO,4585
2017-06-07,14,WIND,441
2017-06-07,14,SOLAR,330
2017-06-07,14,BIOFUEL,26
2017-06-07,15,NUCLEAR,10577
2017-06-07,15,GAS,269
2017-06-07,15,HYDRO,4506
2017-06-07,15,WIND,377
2017-06-07,15,SOLAR,322
2017-06-07,15,BIOFUEL,27
2017-06-07,16,NUCLEAR,10810
2017-06-07,16,GAS,284
2017-06-07,16,HYDRO,4526
2017-06-07,16,WIND,406
2017-06-07,16,SOLAR,278
2017-06-07,16,BIOFUEL,26
2017-06-07,17,NUCLEAR,10943
2017-06-07,17,GAS,269
2017-06-07,17,HYDRO,4615
2017-06-07,17,WIND,349
2017-06-07,17,SOLAR,199
2017-06-07,17,BIOFUEL,27
2017-06-07,18,NUCLEAR,10956
2017-06-07,18,GAS,264
2017-06-07,18,HYDRO,4834
2017-06-07,18,WIND,386
2017-06-07,18,SOLAR,105
2017-06-07,18,BIOFUEL,27
2017-06-07,19,NUCLEAR,10969
2017-06-07,19,GAS,274
2017-06-07,19,HYDRO,5098
2017-06-07,19,WIND,324
2017-06-07,19,SOLAR,24
2017-06-07,19,BIOFUEL,27
2017-06-07,20,NUCLEAR,10972
2017-06-07,20,GAS,285
2017-06-07,20,HYDRO,5276
2017-06-07,20,WIND,204
2017-06-07,20,SOLAR,5
2017-06-07,20,BIOFUEL,27
2017-06-07,21,NUCLEAR,10964
2017-06-07,21,GAS,288
2017-06-07,21,HYDRO,5148
2017-06-07,21,WIND,209
2017-06-07,21,SOLAR,0
2017-06-07,21,BIOFUEL,28
2017-06-07,22,NUCLEAR,10957
2017-06-07,22,GAS,290
2017-06-07,22,HYDRO,4875
